words,GT,category
"These were analyzed internally in terms of opportunities and risks for Nissan with reference to the 2030 Agenda for Sustainable Development, centered on the SDGs, as well as the discussions at the World Economic Forum, the Paris Agreement adopted at the 21st Conference of the Parties (COP21) and other global agendas.",0,auto
"In early 2020, we announced a goal to achieve at least 50 percent sustainable material content in our vehicles by 2030.",0,auto
"The conference is also a venue to present the Supplier Award for Sustainability to suppliers, which extends from the environment to include social and governance aspects.",0,auto
"The Alliance Environmental Social Social Governance ESG Data Editorial Policy GRI Content Index Quick Guide For Investors GRI103-1 GRI103-2 GRI103-3 GRI406-1 GRI407-1 GRI408-1 GRI409-1 GRI411-1 Supply Chain Management Policies and Philosophy Promoting Widespread Permeation through the Renault-Nissan CSR Guidelines for Suppliers To effectively implement sustainability practices worldwide, Renault and Nissan revised the Renault-Nissan CSR Guidelines for Suppliers* in December 2015.",0,auto
"In early 2020, GPSC established a Sustainability Subcouncil within the Supplier Business Council to enhance GPSC's sustainability strategy.",0,auto
Release of the BMW Brilliance Sustainability Report 2020.,0,auto
"The current debate on materiality concerns the relative merits of focusing on issues that directly impact the sustainability of business models, mainly with investors in mind, versus anticipating the impact of a wide range of social issues.",0,auto
The targets set within the Report build on the indicators presented in previous years.,0,auto
It is our responsibility to express a conclusion on the selected key data in the 2021 Sustainability Re-port based on our work.,0,auto
"As for stock-based remuneration, Honda stock and monetary compensations linked to the medium-to long-term business performance in accordance with the criteria and procedures approved by the Compensation Committee are provided.",0,auto
"SUSTAINABILITY TALKS Our Sustainability Talks series, initially launched in LATAM and then expanded to the other regions, offered employees the ability to participate in online discussions with external guest speakers.",0,auto
GRI Index 1 Introduction 2 Sustainable Performance 3 Sustainability Factbook Global Network Business Performance Facts & Figures Stakeholder Engagement GRI Index Independent Assurance Statement About This Report Sustainability Magazine 093 Universal StandardsGRI StandardsPageNoteNo.,0,auto
"Based on the anal-ysis, we refined our sustainability focus to take proactive and future-proof actions.",0,auto
We use due diligence processes to monitor the implementation of sustainability standards at our suppliers.,0,auto
The CSO is also responsible for interacting with stakeholders and communicate what Nissan(cid:96)s contribution to sustainability.,0,auto
"The Board of Directors will fulfill its mission to contribute to Nissan(cid:96)s return to a growth trajectory and the ongoing development of society and the company, in other words, further enhancing sustainability.",1,auto
Honda won a Silver Class rating in the Automobiles sector of the Sustainability Award 2021 issued by S&P Global Inc.,0,auto
"PERFORMANCE The Governance and Sustainability Committee has, among others, the duties and responsibilities to review annually the Board of Directors performance, the performance of its committees and each Directors continuation on the Board of Directors.",0,auto
"In FY2017, Honda added human rights and compliance initiatives and transformed the meeting into the Sustainability Purchasing Meeting.",0,auto
Planned publication of next report: June 2020 Honda releases a Sustainability Report every year.,0,auto
"Executive Compensation, etc.",0,auto
"In 2017, the Committee was merged into the Sustainability Strategy Committee for integrated discussions.",0,auto
We also contribute towards SDGs 6 (Clean Water and Sanitation) and 11 (Sustainable cities and communities).,0,auto
"It is also responsible for reviewing, assessing and making recommendations regarding strategic guidelines for sustainability-related issues and reviewing the annual CSR Report.",0,auto
We believe that sustainability does not have to mean going without comfort and joy.,0,auto
We formed a pool of material sustainability topics and identified their priority.,0,auto
"In the LEGACY, LEVORG, IMPREZA, FORESTER, and SUBARU BRZ, we achieved the voluntary target by JAMA*1 by reducing the concentration of the 13 substances dened by the Ministry of Health, Labor and Welfare to levels below the indoor concentration guideline values.",0,auto
This could also make a signif-i cant contribution towards achieving EU emission reduction targets.,0,auto
Our vision is a future with zero tailpipe emissions that will help create a more sustainable planet.,0,auto
"As a founder of the AIAG Environmental Sustainability Advisory Group and member of its Greenhouse Gas Work Group, we have worked with other OEMs to develop supplier training programs covering GHG emissions, Scope 3 emissions and water management, with guidance on calculations and strategy development Honoring Supplier Excellence At our 21st annual World Excellence Awards, held in May 2019, 53 suppliers from around the world received accolades for outstanding performance in the fields of safety, quality, sustainability, diversity and smart technology.",0,auto
"At its heart are the 17 Sustainable Development Goals (SDGs), which are an urgent call for action by all countriesdeveloped and developingin a global partnership.",0,auto
"Under Nissan Sustainability 2022, Nissan clarifies its activities in terms of the ESG (Environmental, Social and Governance) aspects.",0,auto
"SUBARU Global Sustainability Policy We, the Subaru Group, are committed to sustainable business practices designed to promote harmony between people, society and the environment in the following ways: 1.",0,auto
"In accordance with the strategy for creating shared value (CSV) that Hyundai established in 2018, we seek to achieve our CSV mission of scaling social impact and building a sustainable business ecosystem by creating shared value.",0,auto
"Since the metallic portion of a vehicle is highly recycled, contains a large amount of recycled content and has a well-established recycling infrastructure, we focus on increasing the sustainability of plastics in our vehicles design through adding both recycled and renewable content.",0,auto
"Contents CEO Message CSO Message Carbon Neutrality/ Response to COVID-19 Chair of the Board of Directors Message Sustainability at Nissan Nissan's Contribution to the SDGs Environmental Social Governance ESG Data Editorial Policy TCFD Content Index GRI Content Index Global Sales Volume and Production Volume FY2018 FY2019 (cid:674)Thousand units(cid:675) FY2020 GRI102-6 GRI102-7 Global sales volume Japan China North America Europe Others 5,516 596 1,564 1,897 643 816 4,930 534 1,547 1,620 521 708 4,052 478 1,457 1,213 391 513 Global production volume Japan North America Europe Others FY2018 FY2019 (cid:674)Thousand units(cid:675) FY2020 5,362 901 1,587 661 2,213 4,757 758 1,340 508 2,151 3,634 517 953 336 1,828 Click here for more information on Financial Data.",0,auto
"In particular, we have performed interviews and discussions with the personnel and the management of the former FCA Group among the four operating regions to gather information about the accounting and reporting systems used in preparing the Sustainability Report, as well as on the processes and procedures supporting the gathering, aggregation, processing and transmittal of data and information to the department responsible for the preparation of the Sustainability Report; In addition, for material information, taking into consideration the former FCA Groups activities and characteristics: at the parent companys and subsidiaries level: a) with regards to qualitative information included in the Sustainability Report, we carried out interviews and gathered supporting documentation in order to verify its consistency with the available evidence; b) with regards to quantitative information, we carried out both analytical procedures and limited verifications in order to ensure, on a sample basis, the correct aggregation of data.",0,auto
"To accel-erate sustainable transformation of our supply chain, we launched the Supply Chain Match Plan China, and one of the underlying ambitions are to enable our suppliers in Liaoning Province to transition to 100% renewable electricity by 2030.",0,auto
"In recent years, the automobile industry is being called on to play an increasingly important role in helping to realize a sustainable society.",0,auto
Greenlight for the sustainable future Eco-friendliness is a vital part of our production process.,0,auto
"Our approach to sustainability involves helping to meet the collective challenges the world faces, across a range of issues.",0,auto
"The framework also contains requirements that support GMs vision for more sustainable materials in our products, sustainable packaging, green logistics and overall supplier sustainability.",0,auto
The targets set within the report build on the indicators presented in previous years.,0,auto
"In addition to the site's sustainable approach, emissions are reduced in the community surrounding the facility by encouraging employees to use bikes, buses and electric cars as transportation.",0,auto
These descriptions are further enhanced by embracing the connection with the SDGs and setting KPI targets to achieve zero fatal traffic accidents in 2030 as a desired vision.,0,auto
Each automobile manufacturer must meet a specific target related to vehicle weight.,0,auto
"The agenda also includes dedicated classes on sustainability-related topics such as responsible working conditions, environmental impacts, ethics and Confict Minerals.",0,auto
Sustainable Battery Life Cycle: Battery Reuse and Recycling GMs EV battery life cycle management (LCM) is a crucial element in GMs commitment to an all-electric and a zero-emissions future.,0,auto
"It consists of matters that need to be executed for sustainable management, such as ethical management, human rights and labor issues, health and safety, legitimate raw materials, and the management system.",0,auto
"Evaluations and advice from GLE core members and support from GLE registered members help us meet QCT (quality, cost, time) targets on every new vehicle launch.",0,auto
A: SDGs are high-level targets that guide governments and societies towards making the world a better place for everyone to live in.,0,auto
"We at Subaru, management and employees alike, feel the need to achieve growth for the realization of a sustainable society.",0,auto
"In addition, this system will be used annually to evaluate best-in-class performance in the areas of environment and sustainability, with top efforts awarded an Annual Environmental Award presented by our Manufacturing VP and CSO.",0,auto
"QUALITY OF INFORMATION The quality of the information contained in the Sustainability Report is supported by compliance with the following principles: stakeholder inclusiveness sustainability context materiality completeness accuracy: provision of adequate levels of detail balance clarity comparability reliability timeliness Preparation of the Sustainability Report is part of an annual reporting process subject to audit, analysis and approval by a number of individuals and entities.",0,auto
"The sustainability performance data in the report include the following production and operation sites of BMW Brilliance: our plants in Shenyang, as well as our branch offices in Beijing and Shanghai, and our five sales regional offices.",0,auto
"APPENDICES 2019 Sustainability Report Areas of CSV Activities Eco-friendly Mobility innovation Traffic safety Future generation Community 099 Key Activities in Latin America Key Activities in Africa & Middle East Dental Trailer Hyundai Motor Brazil (HMB) has developed a portable trailer called Sorriso Cidadang (citizen smile) and is providing free dental service to the marginalized in the local community, including seniors and children.",0,auto
INBOUND LOGISTICS Sustainability has long been one of the basic tenets of BMW Brilliances in-bound logistics planning and operations.,0,auto
"As we move forward, sustainability will become a new norm, as all the new Spare Parts Distribution Centres shall receive the LEED certification.",0,auto
"Nissan also reviews key issues in light of the latest trends, including stakeholder concerns and interests along with technological innovations, and incorporates them into the formulation of its sustainability strategy.",0,auto
"Securing a more sustainable future requires urgency, decisive action and engagement from all.",0,auto
Stellantis has set the following targets: launch the first vehicles containing 25% of Green Materials in 2025 / launch the first vehicles containing 40% of Green Materials in 2030.,0,auto
The Company has set an interim target for 2020 and aims to establish technologies that diversify home energy sources and reduce CO2 emissions from personal mobility and home living to zero.,0,auto
"One landmark programme is the Network Transforma-tion Green Star Programme, which we are developing to enhance sustainable dealerships and services through four aspects: green environment, green power, green operations, and green engagement.",0,auto
"Determining the aggregate and individual amounts of director and executive officer compensation for fiscal 2020 (cid:724) Selecting and implementing a new long-term incentive compensation program Members As of March 31, 2021, all four members of the Compensation Committee are independent outside directors (of whom two are women), including the chair.",0,auto
"SUSTAINABILITY MEGATRENDS A companys success depends to a large extent on its ability to recognise changes in its business environment early on and make plans accordingly, so as to prevent damages from potential risks and seize opportunities.",0,auto
"Dialogue with Suppliers In April 2019, Honda convened a Sustainability Information Sharing Meeting, where it shared current social trends and provided feedback on the results of inspections at business partners in accordance with the Honda Supplier Sustainability Guidelines.",0,auto
We use the Science Based Targets initiative methodology to develop specific glide path targets for our operations (including Introduction Strategy and Governance Economic and Innovation Environment Social manufacturing and non-manufacturing locations) and vehicle emissions.,0,auto
Contents CEO Message CSO Message Corporate Purpose / ESG Highlights Sustainability at Nissan Nissan's Contribution to the SDGs The Alliance Environmental Social Governance Governance ESG Data Editorial Policy GRI Content Index Quick Guide For Investors GRI102-22 Board Features High independent representation in board and committee composition Diversity of nationality and gender (cid:638)Majority of Board of Directors are independent outside directors.,0,auto
Note that acquisition and divestments could have a material impact on meeting the targets set for the scorecard.,0,og
"This will play an important part in transforming the Bukom manufacturing site into the Shell Energy and Chemicals Park Singapore, with an increasing focus oncustomers low-carbon energy and sustainability needs.",0,og
"To meet the worlds energy demand, it is essential that OECD Countries efficiency boosting processes and limit the carbon footprint associated with consumptions, while non-OECD Countries need to ensure universal access through a sustainable energy mix, while also leveraging existing local resources.",0,og
"Rooting our new strategy in sustainability Bernard Looney, chief executive officer, March 2022 Purpose is a companys north star.",0,og
"The compensation of Executive Board members considers the economic and financial results, the recognition of management efforts, and their alignment with our short-, medium-and long-term strategies and goals.",0,og
LUKOIL Board of Directors in the field of sustainable development.,0,og
Repsol is therefore taking a first step towards replacing conventional natural gas with biomethane of sustainable origin to produce renewable hydrogen at its industrial complexes and to decarbonize processes and products.,0,og
"At corporate level (within the OMV Petrom Group), our Sustainability Department from our Group functions, coordinates the corporate sustainability projects and is responsible for contributing to and reporting on sustainability-related topics to internal and external stakeholders.",0,og
"Goal 7: Affordable and clean energy Ensure access to affordable, reliable, sustainable and modern energy for all: advancing a portfolio of technologies to lower the carbon intensity of producing bitumen, including carbon capture, and improve cost competitiveness our renewable power portfolio, including a partnership with Aamjiwnaang First Nation in the Adelaide Wind Power Project near Sarnia, Ont.",0,og
Advancing meaningful social innovation and engagement by contributing to sustainable economic development in Indigenous and local communities.,0,og
PROSPERITY LOCAL SUPPLY CHAIN MANAGEMENT Oxys supply chain management team recognizes that our suppliers and contractors have a significant role in supporting our sustainability programs and reducing Oxys operational footprint.,0,og
"We are a signatory to the UN Global Compact and have reinforced our support for the 10 principles on human rights, labour, environment and anti-corruption through our purpose and sustainability frame.",0,og
"Performance data footnotes 1 Overview Performance data provided throughout our Report on Sustainability in tables and graphs includes social, environmental and economic indicators from the 2020 reporting year with five-year trends, where feasible.",0,og
"In particular, the Board assured itself that, as decisions are taken by the Board over the Plan period, OP21 flexibly demonstrates pathways to enable delivery of Shells absolute Greenhouse Gas (GHG) emissions and GHG intensity targets by 2030.",0,og
We are currently undertaking country-level assessments and aim to publish our 2025 and 2030 targets later in 2022.,0,og
"An international certification framework that covers all possible sustainable inputs for the production of biofuels, including agricultural raw materials, forestry biomass and other circular materials or renewable biological materials.",0,og
Directors and Senior Management expense Short-term benefits Retirement benefits Share-based compensation Termination and related amounts Total 2021 27 3 16 2 48 2020 14 3 17 2 36 $ million 2019 18 3 15 2 38 Directors and Senior Management comprise members of the Executive Committee and the Non-executive Directors of the Company.,0,og
The OMV Petrom targets under the new sustainability framework extend to year 2030 and address the Transition to low carbon business in particular.,0,og
RSPP Council recommendations Identify measurable targets for priority SDGs with expected deadlines for their achievement.,0,og
"The Safety, Environment and Sustainability Committee (SESCo) has provided input to the development of the sustainable development and energy transition metrics.",0,og
"It met eight times in 2021 and discussed a range of topics, including policy, advocacy, external developments and progress in embedding the sustainability frame.",0,og
Refining intensities were also below target due to the impact of Hurricane Ida and the February freeze on our refineries in the USA.,0,og
"SAFETY, ENVIRONMENT AND SUSTAINABILITY COMMITTEE Focus areas for 2021 Safety and environmental performance Assurance programme Shells climate targets Non-financial elements of Shells strategy Sustainability metrics for remuneration Priorities for 2022 Process safety and personal safety Environmental performance Emerging safety and non-financial risks Progress against energy transition targets Broader sustainability performance SESCo focused on Shells safety and environmental performance and assurance programme in 2021, as well as targets for the energy transition and sustainability elements of Shells Powering Progress strategy.",0,og
Works alongside the businesses and corporate functions to coordinate and develop the sustainability strategy and monitor action plans 6.,0,og
"The Sustainability Task Force (STF) held five meetings (seven meetings in 2020), and 21 issues were discussed (20 in 2020).",0,og
The Audit Committee Charter clarifies the Committees oversight of the companys sustainability and climate change-related risks as they relate to financial risk exposures and oversight of the corporations OE audit and assurance process.,0,og
"Looking ahead, we plan to embed sustainability more fully in our NOJV processes, and to review all our NOJVs portfolios so that we understand more about how we can best work together.",0,og
UN Sustainable Development Goals (SDGs) Suncor supports the United Nations Sustainable Development Goals and shares the view that businesses have a key role to play in the implementation of these goals.,0,og
Our innovation and circular economy activities contribute to the UN Sustainable Development Goals related to fostering innovation and action on climate change.,0,og
"In order to achieve the objectives of sustainable development, it is essential that all the players in the productive ecosystem, from small and medi-um-sized enterprises to large industrial groups, financial institutions and sector associations, work together.",0,og
EXXONMOBIL 2021 ENERGY & CARBON SUMMARY ExxonMobil has a long history of responsibly meeting societys evolving need for energy in a reliable and sustainable manner.,0,og
"It also reinforces our commitment to sustainable development and encourages our business associates to work with us to seek ways to reduce environmental impacts, support the communities in which we work and collectively achieve economic growth.",0,og
"We are working to ensure Suncor is regarded as a Canadian business leader on all dimensions of sustainability economic, environmental and social so that we are a welcomed and influential participant and contributor to the energy system transformation.",0,og
"In October 2021, in support of our 2050 net-zero emissions target, we seta target to reduce Scope 1 and 2 absolute emissions from assets and activities under our operational control (including divestments) by 50% by 2030 compared with 2016 levels on a net basis.",0,og
"We engage with our suppliers on their sustainability performance by: collecting and assessing sustainability performance as part of prequalification and awarding of work data gathering to create a baseline understanding of the impacts of our supply chain, enabling us to make more informed decisions monitoring and auditing sustainability performance as part of our supplier performance and due diligence process evaluating sustainability risks and opportunities in our supply chain building collaborative relationships with like-minded suppliers to accelerate innovation and sustainability performance.",0,og
We monitor our progress against these targets using the key metrics described below.,0,og
"Lastly, it should be noted that the Company is working to define investment valuation criteria to ensure a gradual alignment of its activity with the requirements of the Sustainable Finance Taxonomy.",0,og
"Sustainability at bp 2021 at a glance Foundations Performance and progress Embedding sustainability Engaging stakeholders Our reporting Getting to net zero introduction Our approach to divestment We are working to reduce carbon emissions where possible across our portfolio, including in businesses or assets that we may be considering, or have scheduled, for divestment.",0,og
"And we updated the training we provide on our values and code of conduct, to emphasize the importance of sustainability.",0,og
"We continue to engage with the Science Based Targets initiative (SBTi), and we are a member of its Technical Working Group that is currently working to define its methodology to set science-based targets for the oil,gas and integrated energy sector.",0,og
We want to work with suppliers who strive for sustainability in their supply chains.,0,og
"In the context of decarbonization, OMV Petrom's sustainability target for co-processing biogenic feedstock in the Petrobrazi Refinery by 2025 has been changed to support our ambitious low-carbon transformation.",0,og
This compensation may take the form of a one-off cash payment or an additional award under the LTIP.,0,og
"About this Report CEO Statement OMV Petrom Group Corporate Sustainability Governance Sustainability at OMV Petrom Mapping our specific Sustainability Risks Transition to low carbon business Responsible operations People & Communities Innovation & Digitalization Performance in detail Annexes 52 Corporate Security Health, Safety, Security Our key actions on security & resilience In 2021, we continued to contribute to the overall efforts to prevent coronavirus spread among OMV Petrom employees, and contractors and specific attributions were agreed with security contractors to be performed by the security personnel.",0,og
"As society recovers and long-term fundamentals drive energy demand again, oil and natural gas will continue to play an important role in the worlds energy mix as projected in both the International Energy Agencys (IEA) stated policies (STEPS) as well as in its sustainable development scenarios (SDS) in 2040.",0,og
"In addition, during the planning phase of our audit, the primary audit engagement team, including climate change and sustainability specialists, held a series of climate change risk workshops.",0,og
"Established in 2000, CMIs mission is to lead the way to a compelling and sustainable solution to the carbon and climate change problem.",0,og
"Thanks to this valuable tool, we have the opportunity to measure the sustainability performance of our suppliers and compare it with that of other companies in the supply chain, assessing areas for targeted intervention and taking advantage of the support and training provided by the Open-es team on ESG issues.",0,og
"Covid-19 pandemic Risk Management and Sustainability Governance 44 Public health epidemics and pandemics such as Covid-19 have impacted and may continue to impact our workforce, our partners, and our suppliers, which may affect our supply chain and the productivity of many of our activities, including the impact on some of our facilities, such as our platforms, refineries, and terminals, among others.",0,og
"About this Report CEO Statement OMV Petrom Group Corporate Sustainability Governance Sustainability at OMV Petrom Mapping our specific Sustainability Risks Transition to low carbon business Responsible operations People & Communities Innovation & Digitalization Performance in detail Annexes 132 GRI Content Index Material Topic GRI Disclosures Reasons for omission and comments Management Approach GRI 103-1, 103-2, 103-3 Location in the Report Contribution to UN SDGs IPIECA Indicators HEALTH, SAFETY AND SECURITY GRI 403-1 Occupational health and safety management system focus on Occupational Safety GRI 403-2 Hazard identification, risk assessment, and incident investigation GRI 403-3 Occupational health services GRI 403-4 Worker participation, consultation, and communication on occupational health and safety All workers are represented within the established structure of Health and Safety committees.",0,og
"Net Carbon Intensity (Scope 1, 2 and 3) them with the and associates relevant medium- and long-term Sustainability Goals, in line with the strategic plan and Eni's Net Zero by 2050 goal, contributing to the achievement of SDGs 7 and 13.",0,og
"In this respect, our work was limited solely to verifying the information identified in the tables: c) GRI Index and d) Statement of non-financial information Additional information on Sustainability (Includes Non-Report attached.",0,og
"Structured on the basis of a comprehensive diagnosis with employees, the Petrobras target culture is based on working in a single team featuring high performance, endurance and innovation.",0,og
We volunteer We offer employees opportunities to actively engage in driving responsible and sustainable behavior.,0,og
"Sustainability in our culture In 2021, we ran awareness sessions to explain our purpose, strategy and sustainability frame to employees to help increase understanding of how these elements deliver value for bp, our stakeholders, society and the planet.",0,og
"Transforming to Reinvent Energy Grandpuits: A Transformation based on Sustainable Development In September 2020, TotalEnergies announced the project to transform its Grandpuits refinery southeast of Paris into a zero-crude complex.",0,og
About our report Materiality: Identifying sustainability priorities An important step in preparing our Report on Sustainability is to review the most relevant sustainability priorities for our business and those that matter most to our stakeholders.,0,og
We developed targeted training modules in 2019 for ExxonMobil personnel in global affiliates where host government security forces are engaged.,0,og
"I want to thank the Sustainability and Shareholder Engagement Committee of our Board of Directors, which oversees our sustainability-related policies and active stakeholder dialogue.",0,og
"Shell has set a target ofbecoming a net-zero emissions energy business by 2050, in step with society.",0,og
The unavoidable cost under a contract isthe lower of the cost of fulfilling the contract and any compensation orpenalties arising from failure to fulfil it.,0,og
"In addition, since 2014 it has set targets for reducing the Total Recordable Frequency (TRF), which measures the accident rate of employees and contractors.",0,og
"EFFICIENT USE OF WATER With a view to the sustainable management of water resources, initiatives were implemented at Eni sites in 2021 aimed at reducing fresh water withdrawals and replacing it, in both civil and industrial uses, with water from secondary sources such as reclaimed groundwater or treated wastewater.",0,og
PLANS FOR 2022 AND THE MEDIUM-TERM Implementation of the LUKOIL Group Sustainability policy.,0,og
Better present country-by-country information on hydrocarbons exploration and production activities in the context of sustainable development.,0,og
This risk map is regularly updated and the Sustainability Committee and the Audit and Control Committee are informed of the methodology used and the risk profile.,0,og
"Among these advance engagements was the Safety, Environment and Sustainability Committee (SESCo)s consultation with an investor stakeholder group witha focus on climate-related financial disclosures.",0,og
"Planning, MBO and reporting The material topics are the starting point for the denition and development of the Strategic Plan, which, for several years now, has seen the integration of business and sustainability objectives.",1,og
"Suncor uses a risk-management and sustainability-driven approach to anticipate, prevent and mitigate harm to health, safety or the environment as stated in our Environment, Health & Safety Policy.",0,og
"We are committed to increasing the number of supplier audits; over 20 supplier audits, covering sustainability topics shall be performed by 2025.",0,og
"Respect for human rights and community relations Due diligence management model Operations with significant actual and potential negative impacts on local communities Appendix V: Further information on Sustainability Sustainability indicators-Human rights and community relations Local communities Number and description of significant disputes with local communities and indigenous peoples As was the case in 2020, in 2021 there were no significant disputes with local communities and indigenous peoples (14) Number of sites that have been decommissioned and sites that are in the process of being decommissioned Appendix V: Further information on Sustainability Sustainability indicators-Human rights and community relations Local communities Cases of involuntary resettlement necessary for the activities of the organization As was the case in 2020, in 2021, there were no cases of involuntary resettlements as a result of the activities of the organization.",0,og
Audits containing sustainability elements were performed at 14 suppliers of OMV Petrom.,0,og
Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 103 Community relations Making connections and creating the space to come up with collective solutions Imperial builds meaningful relationships with Indigenous communities by: Working collaboratively to design and implement programs that build capacity through leadership development and community initiatives; Participating in community events; Supporting women and youth leadership; and Expanding access to traditional learning.,0,og
"Our progress in 2021 related to involvement in our local communities includes a series of educational, environmental and health projects as well as volunteering initiatives, therefore bringing our contribution to UN Sustainable Development Goals 4 and 8.",0,og
"MOZAMBIQUE-CLEAN COOKING OBJECTIVE: to help ensure access to clean and sustainable energy through the local production and distribution of 20,000 improved cooking systems com-pared to traditional ones.",0,og
"About this Report CEO Statement OMV Petrom Group Corporate Sustainability Governance Sustainability at OMV Petrom Mapping our specific Sustainability Risks Transition to low carbon business Responsible operations People & Communities Innovation & Digitalization Performance in detail Annexes 139 TCFD Recommendations Index Recommendations: Disclose the organizations governance around climate-related risks and opportunities Recommendations: Disclosure the actual and potential impacts of climate-related risks and opportunities on the organizations businesses, strategy and financial planning where such information is material.",0,og
"Increasing numbers of countries and companies have announced targets to achieve net-zero emissions by the middle of the century, and we are starting to see some changes in the demand and supplyof energy.",0,og
"The nal Eni document is presented to the Board of Directors, the Sustainability and Scenarios Committee and approved by the Board of Directors.",0,og
"Integrating nature conservation and business development into the planning process gradually builds a sustainable practice, and becomes an integral part of management systems.",0,og
The management of the group is entrusted to the responsible Vice President for Sustainability Considers and prepares proposals related to operational and methodological issues of improving the GHG emissions management system.,0,og
"We use a number of reporting frameworks to identify and report on our material sustainability factors, including: Global Reporting Initiative Standards in accordance with Core standards, and informed by oil and gas sector supplement guidelines IPIECA sector-specific sustainability reporting guidance for the oil and gas industry Sustainability Accounting Standards Board industry-specific standards Task Force on Climate-related Financial Disclosure recommendations United Nations Global Compact this report fulfills our Communication on Progress, and supports their 10 principles guiding our approach to sustainability United Nations Sustainable Development Goals we support these 2030 global development priorities, and we share our perspectives on contributing to a number of the goals through our work.",0,og
"This is achieved by setting collective goals and targets, investing in new technologies and projects, and identifying and closing carbon knowledge gaps through targeted activities, studies or engagement plans.",0,og
"Sustainability at bp 2021 at a glance Foundations Performance and progress Embedding sustainability Engaging stakeholders Our reporting 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 14 17 18 19 20 All 11 entities are working to finalize their own data-informed, global action plans, which will follow our framework for action template.",0,og
ESG To help stakeholders analyse our progress on sustainability we publish a detailed ESG datasheet along with a charting tool.,0,og
Chevron also provides a competitive total compensation and benefits package that enables us to attract and retain a highly competent global workforce.,0,og
"For more information: Eni Report on remuneration policy and remuneration paid 2022 MANAGEMENT ROLE AT LOCAL AND CENTRAL LEVEL To ensure that the aspects of sustainability are managed by the top management up to all subsidiaries, Eni has adopted a sustainability unit since 2006.",1,og
"The new integrated sustainable financing strategy to accompany the energy transition process takes the form of a framework (Framework, available at ), through which the Group can issue: Bonds of special purpose financing instruments: i) green bonds to be used to finance eligible projects as per the Taxonomy of the European Union (renewable energy and renewable hydrogen, among others); and ii) transition bonds to be assigned to further activities and projects that will play a positive role in helping to mitigate climate change and will therefore promote Repsol's strategic energy transition objectives.",0,og
"Through our membership in Ipieca, we worked with the World Business Council for Sustainable Development on the creation of an SDGRoadmap for the oil and gas sector (Roadmap).",0,og
"Sustainability: The Global Model of the Future, Climate Agenda and Green Energy.",0,og
Scorecard targets will be disclosed in the subsequent Directors Remuneration Reportwhen they are no longer deemed to be commercially sensitive.,0,og
Engaging with our stakeholders Our stakeholders are critical in helping us deliver our sustainability aims.,0,og
"The Board oversees Oxys strategy, including climate change, health and safety, environmental performance, human capital management, community relations and social investments and other sustainability matters.",0,og
"It sets targets for improving community health, supporting the government in providing access to education, and promoting local entrepreneurship.",0,og
"The companys executive compensation program is designed to: Align the interests of its executives with long-term shareholder interests; Encourage executives to manage risk and take a long-term view when making investments and managing the companys assets; Reinforce the companys philosophy that executives experience, skill and motivation significantly affects future business success; and Promote career orientation and strong individual performance.",0,og
"Date of most recent report Reporting cycle July, 2021 Annual Contact point for questions regarding the report 1-866-SUNCOR-1 (1-866-786-2671) or email us at Claims of reporting in accordance with the GRI Standards ROS-About our report 102-55 GRI content index 102-56 External assurance The GRI content index is included in the appendix to Suncors 2021 Report on Sustainability or is available for download on An independent third-party has provided assurance on selected key performance indicators for our Report on Sustainability.",0,og
The Companys climate change targets have a direct impact on employees variable remuneration.,0,og
"In addition, information has been included in respect of the criteria that the directors of Repsol have chosen to apply that, in their opinion, best allow compliance with the new obligation and that are defined in note Additional information on Sustainability (Includes of the accompanying SNFI.",0,og
"Members of the Council have the necessary expertise in corporate social responsibility, sustainability, and non-financial reporting, comply with ethical requirements pertaining to independence and objectivity, and express their personal opinions as experts, and not the opinions of the organizations they represent.",0,og
"These sustainable liquid fuels run in current generation engines, which can be refueled using the infrastructure and service stations already available to us, thus giving them immediate and efficient emission reduction benefits.",0,og
An important aim of our Powering Progress strategy isto transform refineries into energy and chemicals parks so that we can sell more low-carbon and sustainable products.,0,og
"Since 2014, the BoD has been supported in performing its duties by the Sustainability and Scenarios Committee (SSC), with whom it examines, on a periodic basis, integration between strategy, future scenarios and the medium/ long-term sustainability of the business.",1,og
Delivery of compensation ismitigated by a contractual obligation for the Executive Director to seek alternative employment and Shells ability to implement phased payment terms.,0,og
"The Board announced an additional target to reduce Scope 1 and Scope 2 absolute emissions, under Shells operational control, by 50% by 2030 compared with 2016 levels on a net basis.",0,og
"In 2020, we rolled out Supplemental* 5, which is a combination of the previously voluntary Sustainability Supplemental and Indigenous Business Supplemental.",0,og
We use what we learn to inform our sustainability reporting.,0,og
"An example of this was the statement by investors for our report that included indicators from the Sustainability Accounting Standards Board (SASB), as well as the material topics of the methodology.",0,og
"About this Report CEO Statement OMV Petrom Group Corporate Sustainability Governance Sustainability at OMV Petrom Mapping our specific Sustainability Risks Transition to low carbon business Responsible operations People & Communities Innovation & Digitalization Performance in detail Annexes 44 Process Safety Health, Safety, Security Why is this important?",0,og
"During the portfolio analysis, alternative strategies for the Company's development were formed; an assessment of the long-term sustainability of the asset portfolio The climate strategy contains three objectives and tools for their implementation and will be updated as external factors, technology, and the regulatory environment change.",0,og
